============================================================================================
ANSOFT                                                                              06/12/25
S Parameter Plot 1                                                                  22:53:46

--------------------------------------------------------------------------------------------
       Freq [GHz]   dB(S(LumpPort_CAP2_south_end,LumpPort_CAP1_south_end)) []
                                                                             
2.500000000000000                                        -106.910888281327942
2.505025125628141                                        -106.795626015900922
2.510050251256281                                        -106.679460251592616
2.515075376884422                                        -106.562372533332237
2.520100502512563                                        -106.444343838102640
2.525125628140704                                        -106.325354551103999
2.530150753768844                                        -106.205384440654939
2.535175879396985                                        -106.084412631750396
2.540201005025125                                        -105.962417578188877
2.545226130653266                                        -105.839377033174941
2.550251256281407                                        -105.715268018296115
2.555276381909548                                        -105.590066790764553
2.560301507537688                                        -105.463748808806187
2.565326633165829                                        -105.336288695069570
2.570351758793969                                        -105.207660197917562
2.575376884422111                                        -105.077836150452057
2.580402010050252                                        -104.946788427111727
2.585427135678392                                        -104.814487897667092
2.590452261306533                                        -104.680904378423861
2.595477386934673                                        -104.546006580428624
2.600502512562814                                        -104.409762054452955
2.605527638190955                                        -104.272137132512611
2.610552763819096                                        -104.133096865656199
2.615577889447236                                        -103.992604957734585
2.620603015075377                                        -103.850623694834482
2.625628140703518                                        -103.707113870031833
2.630653266331658                                        -103.562034703086937
2.635678391959799                                        -103.415343754667717
2.640703517587940                                        -103.266996834647458
2.645728643216080                                        -103.116947903979280
2.650753768844221                                        -102.965148969598772
2.655778894472362                                        -102.811549971752839
2.660804020100502                                        -102.656098663089054
2.665829145728643                                        -102.498740478772561
2.670854271356784                                        -102.339418396818871
2.675879396984925                                        -102.178072787744455
2.680904522613065                                        -102.014641252539946
2.685929648241206                                        -101.849058447859534
2.690954773869346                                        -101.681255897197289
2.695979899497488                                        -101.511161786680105
2.701005025125628                                        -101.338700743948323
2.706030150753769                                        -101.163793598414685
2.711055276381909                                        -100.986357120987833
2.716080402010050                                        -100.806303741111520
2.721105527638191                                        -100.623541238706451
2.726130653266332                                        -100.437972408293334
2.731155778894472                                        -100.249494692228495
2.736180904522613                                        -100.057999779578140
2.741206030150754                                         -99.863373166695268
2.746231155778895                                         -99.665493675025061
2.751256281407035                                         -99.464232921043759
2.756281407035176                                         -99.259454732513404
2.761306532663317                                         -99.051014504392185
2.766331658291457                                         -98.838758486756745
2.771356783919598                                         -98.622522995938056
2.776381909547739                                         -98.402133538714978
2.781407035175879                                         -98.177403837807219
2.786432160804020                                         -97.948134745011458
2.791457286432161                                         -97.714113026066826
2.796482412060302                                         -97.475109998644868
2.801507537688442                                         -97.230880001629330
2.806532663316583                                         -96.981158669971407
2.811557788944723                                         -96.725660984710913
2.816582914572864                                         -96.464079062058502
2.821608040201005                                         -96.196079638481280
2.826633165829146                                         -95.921301200211644
2.831658291457286                                         -95.639350695090201
2.836683417085427                                         -95.349799751624744
