============================================================================================
ANSOFT                                                                              06/12/25
2.841708542713568                                         -95.052180313897424
2.846733668341709                                         -94.745979580555712
2.851758793969849                                         -94.430634110352344
2.856783919597990                                         -94.105522923902242
2.861809045226130                                         -93.769959389279535
2.866834170854272                                         -93.423181624727434
2.871859296482413                                         -93.064341080913863
2.876884422110553                                         -92.692488871959966
2.881909547738693                                         -92.306559300651671
2.886934673366834                                         -91.905349856997589
2.891959798994975                                         -91.487496743541953
2.896984924623116                                         -91.051444670481459
2.902010050251256                                         -90.595409231243607
2.907035175879397                                         -90.117329557973633
2.912060301507538                                         -89.614808078596212
2.917085427135678                                         -89.085032914401111
2.922110552763819                                         -88.524676546347507
2.927135678391960                                         -87.929761470899393
2.932160804020100                                         -87.295479036320529
2.937185929648241                                         -86.615940402468908
2.942211055276382                                         -85.883826616666255
2.947236180904523                                         -85.089884407366924
2.952261306532663                                         -84.222178104576386
2.957286432160804                                         -83.264940832964456
2.962311557788945                                         -82.196736137171328
2.967336683417086                                         -80.987364724636763
2.972361809045226                                         -79.592323480264341
2.977386934673367                                         -77.942047548696422
2.982412060301507                                         -75.918642575745722
2.987437185929648                                         -73.297195278025072
2.992462311557789                                         -69.557249127719075
2.997487437185930                                         -62.917176673578297
3.002512562814070                                         -45.831829227958742
3.007537688442211                                         -65.005489002802918
3.012562814070352                                         -70.506139904106504
3.017587939698493                                         -73.827986461403697
3.022613065326634                                         -76.210236553972365
3.027638190954774                                         -78.065864604818131
3.032663316582914                                         -79.584043675248964
3.037688442211055                                         -80.867366697974575
3.042713567839196                                         -81.977751837362575
3.047738693467337                                         -82.955455244210953
3.052763819095478                                         -83.828128384110826
3.057788944723618                                         -84.615586426341451
3.062814070351759                                         -85.332515336067928
3.067839195979900                                         -85.990102364576600
3.072864321608040                                         -86.597066086195611
3.077889447236181                                         -87.160333225484521
3.082914572864322                                         -87.685498335462086
3.087939698492462                                         -88.177144911804646
3.092964824120603                                         -88.639075227701468
3.097989949748744                                         -89.074478357761791
3.103015075376884                                         -89.486055324727417
3.108040201005025                                         -89.876113863798693
3.113065326633166                                         -90.246641247469967
3.118090452261307                                         -90.599360997301574
3.123115577889447                                         -90.935777580112770
3.128140703517588                                         -91.257212019713037
3.133165829145728                                         -91.564830553581430
3.138190954773870                                         -91.859667903407257
3.143216080402010                                         -92.142646330422124
3.148241206030151                                         -92.414591359828307
3.153266331658291                                         -92.676244849480810
3.158291457286432                                         -92.928275923526783
3.163316582914573                                         -93.171290176355797
3.168341708542714                                         -93.405837465177086
3.173366834170855                                         -93.632418543224048
3.178391959798995                                         -93.851490734607211
3.183417085427136                                         -94.063472812312128
3.188442211055277                                         -94.268749209953683
3.193467336683417                                         -94.467673673584756
3.198492462311558                                         -94.660572440582740
3.203517587939699                                         -94.847747017255273
3.208542713567839                                         -95.029476614457280
3.213567839195980                                         -95.206020290534710
3.218592964824121                                         -95.377618842808772
3.223618090452261                                         -95.544496482197985
3.228643216080402                                         -95.706862320146655
3.233668341708543                                         -95.864911692551132
3.238693467336683                                         -96.018827341666437
3.243718592964824                                         -96.168780473891729
3.248743718592965                                         -96.314931708754614
3.253768844221105                                         -96.457431932252746
3.258793969849246                                         -96.596423065891599
3.263819095477387                                         -96.732038761218902
3.268844221105528                                         -96.864405028352238
3.273869346733668                                         -96.993640805887168
3.278894472361809                                         -97.119858478626185
3.283919597989950                                         -97.243164348757688
3.288944723618091                                         -97.363659065419370
3.293969849246231                                         -97.481438016978814
3.298994974874372                                         -97.596591689848836
3.304020100502512                                         -97.709205997205260
3.309045226130654                                         -97.819362580586528
3.314070351758794                                         -97.927139087016016
3.319095477386935                                         -98.032609423992213
3.324120603015076                                         -98.135843994434936
3.329145728643216                                         -98.236909913447988
3.334170854271357                                         -98.335871208561642
3.339195979899498                                         -98.432789004942521
3.344221105527638                                         -98.527721696904976
3.349246231155779                                         -98.620725106921867
3.354271356783920                                         -98.711852633211819
3.359296482412060                                         -98.801155386873930
3.364321608040201                                         -98.888682319445394
3.369346733668342                                         -98.974480341673242
3.374371859296482                                         -99.058594434216687
3.379396984924623                                         -99.141067750928258
3.384422110552764                                         -99.221941715303288
3.389447236180904                                         -99.301256110632011
3.394472361809045                                         -99.379049164341552
3.399497487437186                                         -99.455357626971065
3.404522613065327                                         -99.530216846184260
3.409547738693467                                         -99.603660836188823
3.414572864321608                                         -99.675722342900301
3.419597989949749                                         -99.746432905159438
3.424623115577889                                         -99.815822912286109
3.429648241206031                                         -99.883921658229582
3.434673366834171                                         -99.950757392553683
3.439698492462312                                        -100.016357368475823
3.444723618090452                                        -100.080747888161895
3.449748743718593                                        -100.143954345462603
3.454773869346734                                        -100.206001266262476
3.459798994974875                                        -100.266912346599696
3.464824120603015                                        -100.326710488702673
3.469849246231156                                        -100.385417835078016
3.474874371859297                                        -100.443055800775284
3.479899497487437                                        -100.499645103943450
3.484924623115578                                        -100.555205794786616
3.489949748743719                                        -100.609757283018425
3.494974874371859                                        -100.663318363906910
3.500000000000000                                        -100.715907242996082
